[[[0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.415036530097252, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 13.709562373819372, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.050201398617391, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf],
 [inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.191998784404278, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 14.598645081651409, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 10.639125371144166, 11.594273941367168, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 8.229808422370853, inf, inf, inf, inf, inf, inf, inf, 12.724790038835502, inf, 13.507015514777285, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf],
 [inf, inf, 0.0, 14.591456867351386, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 5.120705447272635, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 11.90160496680836, inf, inf, inf, inf, 8.109871351533748, inf, inf, 6.175003463920314, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 14.369287039391288, inf, inf, inf, inf],
 [inf, inf, 14.591456867351386, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 14.702252088724242, inf, 6.929490743824812, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 11.81394319823781, 5.981557734934041, inf, inf, 18.59345061719955, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 10.982384892147698, inf, inf, inf, inf],
 [inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, 9.184028544610777, 7.611276562772384, inf, inf, inf, inf, inf, inf, inf, inf, 24.479987921995388, inf, inf, inf, inf, inf, inf, inf, 9.437958050943763, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 7.424713690726449, inf, inf, inf, inf, inf, inf, inf, inf, 17.48868510125462, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf],
 [inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, 18.523840524870973, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 11.345209389420658, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 20.534420669840053, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 13.56761796804391, inf, inf, 9.861044953516316, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 13.299701436561536, inf, inf, 10.577735145487878, inf, inf],
 [inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, 7.57980769090755, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 14.238691296353569, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 13.685314301712701, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 5.765219307872274, 8.435541837141779, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf],
 [inf, inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 5.112850641006123, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 8.250764405356826, inf, inf, inf, inf, inf, inf, inf, 15.067582998832519, inf, inf, inf, inf, 14.709341525168156, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 9.30900779536246, 10.560942122253001, inf, inf, inf, inf, 18.427744894092253, inf, inf, inf, inf, inf, inf, inf, inf, inf],
 [inf, inf, inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 5.9695131391669, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 17.726470881261715, inf, inf, inf, 15.430619542158242, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 15.744095821136273, inf, inf, inf, inf, inf, 14.76036478661944, inf],
 [inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 12.01288886662913, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.763030677658385, inf, inf, 10.221618220297561, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.374523380296317, inf, inf, inf, inf, inf, inf, inf, 19.633673868092508, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf],
